ProductCode,Sk__c,Name,Model__c,Name_EN__c,Sales_price__c,Sales_currency__c,Purchase_price__c,Purchase_currency__c,IsActive,Description,Import_ID__c,Salesforce_ID
X6.059,400,BATMThree BT3_SAFE_I1200R_O120_NFC,BATMThree,BT3_SAFE_I1200R_O120_NFC,9599,USD,,,True,BATMThree BT3_SAFE_I1200R_O120_NFC,PROD-048,01tJ9000001BgudIAC
X6.055,400,BATMThree BT3_SAFE_I1200R_O1500,BATMThree,BT3_SAFE_I1200R_O1500,11099,USD,,,True,BATMThree BT3_SAFE_I1200R_O1500,PROD-049,01tJ9000001Bh8SIAS
X6.061,400,BATMThree BT3_SAFE_I1200R_O1500_NFC,BATMThree,BT3_SAFE_I1200R_O1500_NFC,11399,USD,,,True,BATMThree BT3_SAFE_I1200R_O1500_NFC,PROD-050,01tJ9000001Bgw2IAC
X6.056,400,BATMThree BT3_SAFE_I1200R_O2000,BATMThree,BT3_SAFE_I1200R_O2000,11599,USD,,,True,BATMThree BT3_SAFE_I1200R_O2000,PROD-051,01tJ9000001BhBQIA0
X6.062,400,BATMThree BT3_SAFE_I1200R_O2000_NFC,BATMThree,BT3_SAFE_I1200R_O2000_NFC,11899,USD,,,True,BATMThree BT3_SAFE_I1200R_O2000_NFC,PROD-052,01tJ9000001BgC3IAK
X6.057,400,BATMThree BT3_SAFE_I1200R_O2500,BATMThree,BT3_SAFE_I1200R_O2500,11999,USD,,,True,BATMThree BT3_SAFE_I1200R_O2500,PROD-053,01tJ9000001BhFtIAK
X6.063,400,BATMThree BT3_SAFE_I1200R_O2500_NFC,BATMThree,BT3_SAFE_I1200R_O2500_NFC,12299,USD,,,True,BATMThree BT3_SAFE_I1200R_O2500_NFC,PROD-054,01tJ9000001BhJrIAK
X6.058,400,BATMThree BT3_SAFE_I1200R_O3000,BATMThree,BT3_SAFE_I1200R_O3000,12499,USD,,,True,BATMThree BT3_SAFE_I1200R_O3000,PROD-055,01tJ9000001BhCNIA0
X6.064,400,BATMThree BT3_SAFE_I1200R_O3000_NFC,BATMThree,BT3_SAFE_I1200R_O3000_NFC,12799,USD,,,True,BATMThree BT3_SAFE_I1200R_O3000_NFC,PROD-056,01tJ9000001BgIWIA0
X6.065,400,BATMThree BT3_SAFE_I2200_O0,BATMThree,BT3_SAFE_I2200_O0,8799,USD,,,True,BATMThree BT3_SAFE_I2200_O0,PROD-057,01tJ9000001BhJwIAK
X6.071,400,BATMThree BT3_SAFE_I2200_O0_NFC,BATMThree,BT3_SAFE_I2200_O0_NFC,9099,USD,,,True,BATMThree BT3_SAFE_I2200_O0_NFC,PROD-058,01tJ9000001BhIpIAK
X6.066,400,BATMThree BT3_SAFE_I2200_O1000,BATMThree,BT3_SAFE_I2200_O1000,10099,USD,,,True,BATMThree BT3_SAFE_I2200_O1000,PROD-059,01tJ9000001BgtkIAC
X6.072,400,BATMThree BT3_SAFE_I2200_O1000_NFC,BATMThree,BT3_SAFE_I2200_O1000_NFC,10399,USD,,,True,BATMThree BT3_SAFE_I2200_O1000_NFC,PROD-060,01tJ9000001BhIvIAK
X6.067,400,BATMThree BT3_SAFE_I2200_O1500,BATMThree,BT3_SAFE_I2200_O1500,10599,USD,,,True,BATMThree BT3_SAFE_I2200_O1500,PROD-061,01tJ9000001BhJOIA0
X6.073,400,BATMThree BT3_SAFE_I2200_O1500_NFC,BATMThree,BT3_SAFE_I2200_O1500_NFC,10899,USD,,,True,BATMThree BT3_SAFE_I2200_O1500_NFC,PROD-062,01tJ9000001BhG5IAK
X6.068,400,BATMThree BT3_SAFE_I2200_O2000,BATMThree,BT3_SAFE_I2200_O2000,11099,USD,,,True,BATMThree BT3_SAFE_I2200_O2000,PROD-063,01tJ9000001BhGBIA0
X6.074,400,BATMThree BT3_SAFE_I2200_O2000_NFC,BATMThree,BT3_SAFE_I2200_O2000_NFC,11399,USD,,,True,BATMThree BT3_SAFE_I2200_O2000_NFC,PROD-064,01tJ9000001BhK1IAK
X6.069,400,BATMThree BT3_SAFE_I2200_O2500,BATMThree,BT3_SAFE_I2200_O2500,11499,USD,,,True,BATMThree BT3_SAFE_I2200_O2500,PROD-065,01tJ9000001BgdQIAS
X6.075,400,BATMThree BT3_SAFE_I2200_O2500_NFC,BATMThree,BT3_SAFE_I2200_O2500_NFC,11799,USD,,,True,BATMThree BT3_SAFE_I2200_O2500_NFC,PROD-066,01tJ9000001BhK6IAK
X6.070,400,BATMThree BT3_SAFE_I2200_O3000,BATMThree,BT3_SAFE_I2200_O3000,11999,USD,,,True,BATMThree BT3_SAFE_I2200_O3000,PROD-067,01tJ9000001BgvhIAC
X6.076,400,BATMThree BT3_SAFE_I2200_O3000_NFC,BATMThree,BT3_SAFE_I2200_O3000_NFC,12299,USD,,,True,BATMThree BT3_SAFE_I2200_O3000_NFC,PROD-068,01tJ9000001Bh4jIAC
X6.017,400,BATMThree BT3_SAFE_I600_O0,BATMThree,BT3_SAFE_I600_O0,8199,USD,,,True,BATMThree BT3_SAFE_I600_O0,PROD-069,01tJ9000001BhJTIA0
X6.023,400,BATMThree BT3_SAFE_I600_O0_NFC,BATMThree,BT3_SAFE_I600_O0_NFC,8499,USD,,,True,BATMThree BT3_SAFE_I600_O0_NFC,PROD-070,01tJ9000001BhBIIA0
X6.018,400,BATMThree BT3_SAFE_I600_O1000,BATMThree,BT3_SAFE_I600_O1000,9499,USD,,,True,BATMThree BT3_SAFE_I600_O1000,PROD-071,01tJ9000001BhBeIAK
X6.024,400,BATMThree BT3_SAFE_I600_O1000_NFC,BATMThree,BT3_SAFE_I600_O1000_NFC,9799,USD,,,True,BATMThree BT3_SAFE_I600_O1000_NFC,PROD-072,01tJ9000001Bh6LIAS
X6.019,400,BATMThree BT3_SAFE_I600_O1500,BATMThree,BT3_SAFE_I600_O1500,9999,USD,,,True,BATMThree BT3_SAFE_I600_O1500,PROD-073,01tJ9000001BhKBIA0
X6.025,400,BATMThree BT3_SAFE_I600_O1500_NFC,BATMThree,BT3_SAFE_I600_O1500_NFC,10299,USD,,,True,BATMThree BT3_SAFE_I600_O1500_NFC,PROD-074,01tJ9000001Bh2JIAS
X6.020,400,BATMThree BT3_SAFE_I600_O2000,BATMThree,BT3_SAFE_I600_O2000,10499,USD,,,True,BATMThree BT3_SAFE_I600_O2000,PROD-075,01tJ9000001Bh2BIAS
X6.026,400,BATMThree BT3_SAFE_I600_O2000_NFC,BATMThree,BT3_SAFE_I600_O2000_NFC,10799,USD,,,True,BATMThree BT3_SAFE_I600_O2000_NFC,PROD-076,01tJ9000001BhH3IAK
X6.021,400,BATMThree BT3_SAFE_I600_O2500,BATMThree,BT3_SAFE_I600_O2500,10899,USD,,,True,BATMThree BT3_SAFE_I600_O2500,PROD-077,01tJ9000001BgxsIAC
X6.027,400,BATMThree BT3_SAFE_I600_O2500_NFC,BATMThree,BT3_SAFE_I600_O2500_NFC,11199,USD,,,True,BATMThree BT3_SAFE_I600_O2500_NFC,PROD-078,01tJ9000001BhKGIA0
X6.022,400,BATMThree BT3_SAFE_I600_O3000,BATMThree,BT3_SAFE_I600_O3000,11399,USD,,,True,BATMThree BT3_SAFE_I600_O3000,PROD-079,01tJ9000001BhKLIA0
X6.028,400,BATMThree BT3_SAFE_I600_O3000_NFC,BATMThree,BT3_SAFE_I600_O3000_NFC,11699,USD,,,True,BATMThree BT3_SAFE_I600_O3000_NFC,PROD-080,01tJ9000001Bh9ZIAS
X6.030,400,BATMThree BT3_SAFE_I600R_O1000,BATMThree,BT3_SAFE_I600R_O1000,10499,USD,,,True,BATMThree BT3_SAFE_I600R_O1000,PROD-081,01tJ9000001BhKQIA0
X6.036,400,BATMThree BT3_SAFE_I600R_O1000_NFC,BATMThree,BT3_SAFE_I600R_O1000_NFC,10799,USD,,,True,BATMThree BT3_SAFE_I600R_O1000_NFC,PROD-082,01tJ9000001BhJEIA0
X6.029,400,BATMThree BT3_SAFE_I600R_O120,BATMThree,BT3_SAFE_I600R_O120,9199,USD,,,True,BATMThree BT3_SAFE_I600R_O120,PROD-083,01tJ9000001BgueIAC
X6.035,400,BATMThree BT3_SAFE_I600R_O120_NFC,BATMThree,BT3_SAFE_I600R_O120_NFC,9499,USD,,,True,BATMThree BT3_SAFE_I600R_O120_NFC,PROD-084,01tJ9000001BhHDIA0
X6.031,400,BATMThree BT3_SAFE_I600R_O1500,BATMThree,BT3_SAFE_I600R_O1500,10999,USD,,,True,BATMThree BT3_SAFE_I600R_O1500,PROD-085,01tJ9000001BgN2IAK
X6.037,400,BATMThree BT3_SAFE_I600R_O1500_NFC,BATMThree,BT3_SAFE_I600R_O1500_NFC,11299,USD,,,True,BATMThree BT3_SAFE_I600R_O1500_NFC,PROD-086,01tJ9000001BgfHIAS
X6.032,400,BATMThree BT3_SAFE_I600R_O2000,BATMThree,BT3_SAFE_I600R_O2000,11399,USD,,,True,BATMThree BT3_SAFE_I600R_O2000,PROD-087,01tJ9000001BhGZIA0
X6.038,400,BATMThree BT3_SAFE_I600R_O2000_NFC,BATMThree,BT3_SAFE_I600R_O2000_NFC,11699,USD,,,True,BATMThree BT3_SAFE_I600R_O2000_NFC,PROD-088,01tJ9000001BgC4IAK
X6.033,400,BATMThree BT3_SAFE_I600R_O2500,BATMThree,BT3_SAFE_I600R_O2500,11899,USD,,,True,BATMThree BT3_SAFE_I600R_O2500,PROD-089,01tJ9000001BgnQIAS
X6.039,400,BATMThree BT3_SAFE_I600R_O2500_NFC,BATMThree,BT3_SAFE_I600R_O2500_NFC,12199,USD,,,True,BATMThree BT3_SAFE_I600R_O2500_NFC,PROD-090,01tJ9000001BgwFIAS
X6.034,400,BATMThree BT3_SAFE_I600R_O3000,BATMThree,BT3_SAFE_I600R_O3000,12299,USD,,,True,BATMThree BT3_SAFE_I600R_O3000,PROD-091,01tJ9000001BhAnIAK
X6.040,400,BATMThree BT3_SAFE_I600R_O3000_NFC,BATMThree,BT3_SAFE_I600R_O3000_NFC,12599,USD,,,True,BATMThree BT3_SAFE_I600R_O3000_NFC,PROD-092,01tJ9000001BhKVIA0
X6.009,400,BATMThree BT3_STD_I1200_O0,BATMThree,BT3_STD_I1200_O0,7299,USD,,,True,BATMThree BT3_STD_I1200_O0,PROD-093,01tJ9000001BhIwIAK
X6.011,400,BATMThree BT3_STD_I1200_O0_NFC,BATMThree,BT3_STD_I1200_O120_NFC,7599,USD,,,True,BATMThree BT3_STD_I1200_O0_NFC,PROD-094,01tJ9000001BhKaIAK
X6.010,400,BATMThree BT3_STD_I1200_O1000,BATMThree,BT3_STD_I1200_O1000,8599,USD,,,True,BATMThree BT3_STD_I1200_O1000,PROD-095,01tJ9000001BgSNIA0
X6.012,400,BATMThree BT3_STD_I1200_O1000_NFC,BATMThree,BT3_STD_I1200_O1000_NFC,8899,USD,,,True,BATMThree BT3_STD_I1200_O1000_NFC,PROD-096,01tJ9000001BgsXIAS
X6.014,400,BATMThree BT3_STD_I1200R_O1000,BATMThree,BT3_STD_I1200R_O1000,9499,USD,,,True,BATMThree BT3_STD_I1200R_O1000,PROD-097,01tJ9000001BhDcIAK
X6.016,400,BATMThree BT3_STD_I1200R_O1000_NFC,BATMThree,BT3_STD_I1200R_O1000_NFC,9799,USD,,,True,BATMThree BT3_STD_I1200R_O1000_NFC,PROD-098,01tJ9000001Bh71IAC
X6.013,400,BATMThree BT3_STD_I1200R_O120,BATMThree,BT3_STD_I1200R_O120,8099,USD,,,True,BATMThree BT3_STD_I1200R_O120,PROD-099,01tJ9000001Bh3IIAS
X6.015,400,BATMThree BT3_STD_I1200R_O120_NFC,BATMThree,BT3_STD_I1200R_O120_NFC,8399,USD,,,True,BATMThree BT3_STD_I1200R_O120_NFC,PROD-100,01tJ9000001Bg2dIAC
X6.001,400,BATMThree BT3_STD_I600_O0,BATMThree,BT3_STD_I600_O0,6899,USD,,,True,BATMThree BT3_STD_I600_O0,PROD-101,01tJ9000001BgszIAC
X6.003,400,BATMThree BT3_STD_I600_O0_NFC,BATMThree,BT3_STD_I600_O0_NFC,7199,USD,,,True,BATMThree BT3_STD_I600_O0_NFC,PROD-102,01tJ9000001BgNWIA0
,400,BATMThree BT3_STD_I600R_O0_NFC,BATMThree,BT3_STD_I600R_O0_NFC,,,,,False,"BT3_STD_I600R_O0_NFC, v Helios neexistuje",PROD-103,01tJ9000001BgviIAC
X6.002,400,BATMThree BT3_STD_I600_O1000,BATMThree,BT3_STD_I600_O1000,8299,USD,,,True,BATMThree BT3_STD_I600_O1000,PROD-104,01tJ9000001Bgz6IAC
X6.004,400,BATMThree BT3_STD_I600_O1000_NFC,BATMThree,BT3_STD_I600_O1000_NFC,8599,USD,,,True,BATMThree BT3_STD_I600_O1000_NFC,PROD-105,01tJ9000001BhKfIAK
X6.006,400,BATMThree BT3_STD_I600R_O1000,BATMThree,BT3_STD_I600R_O1000,9299,USD,,,True,BATMThree BT3_STD_I600R_O1000,PROD-106,01tJ9000001BhKkIAK
X6.008,400,BATMThree BT3_STD_I600R_O1000_NFC,BATMThree,BT3_STD_I600R_O1000_NFC,9599,USD,,,True,BATMThree BT3_STD_I600R_O1000_NFC,PROD-107,01tJ9000001Bgs1IAC
X6.005,400,BATMThree BT3_STD_I600R_O120,BATMThree,BT3_STD_I600R_O120,7999,USD,,,True,BATMThree BT3_STD_I600R_O120,PROD-108,01tJ9000001BggKIAS
X6.007,400,BATMThree BT3_STD_I600R_O120_NFC,BATMThree,BT3_STD_I600R_O120_NFC,8299,USD,,,True,BATMThree BT3_STD_I600R_O120_NFC,PROD-109,01tJ9000001BhGoIAK
X6.XXL,400,BATMThreeXXL vyrobeny v Apolu,BATMThree,BATMThreeXXL ,9499,USD,,,False,BATMThreeXXL ,PROD-110,01tJ9000001BgOsIAK
X6.3XL,400,BATMThreeXXXL vyrobeny v Apolu,BATMThree,BATMThreeXXXL ,,USD,,,False,BATMThreeXXXL ,PROD-111,01tJ9000001BgcXIAS
X9.4,400,BATMTwo Pro Stand - BEZ akceptoru,Stand,Pro Stand for BATMTwo without bill acceptor,599,USD,,,True,BATMTwo Pro Stand - BEZ akceptoru,PROD-112,01tJ9000001Bh8GIAS
X9.6,400,BATMTwo Pro Stand - s akceptorem 1200,Stand,Pro Stand 1200 banknotes,2899,USD,,,True,BATMTwo Pro Stand - s akceptorem 1200,PROD-113,01tJ9000001Bh1DIAS
X9.5,400,BATMTwo Pro Stand - s akceptorem 600,Stand,Pro Stand for BATMTwo with acceptor capacity 600 banknotes,2299,USD,,,True,BATMTwo Pro Stand - s akceptorem 600,PROD-114,01tJ9000001BhCdIAK
X9.7,400,BATMTwo Pro Stand - s BNR,Stand,Pro Stand for BATMTwo with BNR acceptor,,,,,True,BATMTwo Pro Stand - s BNR,PROD-115,01tJ9000001BhKpIAK
X9.7.1,400,BATMTwo Pro Stand - s BNR COINFLIP,Stand,Pro Stand for BATMTwo with BNR acceptor,,,,,True,BATMTwo Pro Stand - s BNR COINFLIP,PROD-116,01tJ9000001Bh4xIAC
X9.4.1,400,BATMTwo Pro Stand COINFLIP - BEZ akceptoru,Stand,Pro Stand for BATMTwo without bill acceptor,,,,,True,BATMTwo Pro Stand COINFLIP - BEZ akceptoru,PROD-117,01tJ9000001BgqnIAC
X9.6.1,400,BATMTwo Pro Stand COINFLIP - s akceptorem 1200,Stand,"Pro Stand for BATMTwo with acceptor, 1200 banknotes",2799,USD,,,True,BATMTwo Pro Stand COINFLIP - s akceptorem 1200,PROD-118,01tJ9000001BhKuIAK
X9.6.3,400,BATMTwo Pro Stand COINMOVER - s akceptorem 1200,Stand,"Pro Stand for BATMTwo with acceptor, 1200 banknotes",,,,,True,BATMTwo Pro Stand COINMOVER - s akceptorem 1200,PROD-119,01tJ9000001BgnzIAC
X9.4.2,400,BATMTwo Pro Stand LOCALCOIN - bez akceptoru,Stand,Pro Stand for Local coin without acceptor,1899,USD,,,True,cena zvýšena vroce 2025 ze 1499 po prehodnoceni prodeju stojanu s akceptorem vs bez,PROD-120,01tJ9000001BfzzIAC
X9.7.2,400,BATMTwo Pro Stand LOCALCOIN - s akceptorem 1200,Stand,Pro Stand for BATMTwo 1200,2799,USD,,,True,BATMTwo Pro Stand LOCALCOIN - s akceptorem 1200,PROD-121,01tJ9000001BgxAIAS
X9.5.1,400,BATMTwo Pro Stand LOCALCOIN - s akceptorem 600,Stand,"Pro Stand for BATMTwo with acceptor, 600 banknotes",,,,,True,BATMTwo Pro Stand LOCALCOIN - s akceptorem 600,PROD-122,01tJ9000001BhKzIAK
X9,400,BATMTwo Stand,Stand,Stand for BATMTwo,499,USD,,,True,BATMTwo Stand,PROD-123,01tJ9000001BhL4IAK
X9.2,400,BATMTwo Stand - s tiskarnou,Stand,Stand with Printer for BATMTwo,799,USD,,,True,BATMTwo Stand - s tiskarnou,PROD-124,01tJ9000001Bgs9IAC
X21.12,400,BATMTwo Ultra BT6_I0B_O0 - Coinflip/Local Coin,BATMTwoUltra,BATMTwo Ultra BT6_I0B_O0 - w/o BNR,,,,,True,BATMTwo Ultra BT6_I0B_O0 - Coinflip/Local Coin,PROD-125,01tJ9000001Bh8vIAC
X21.06,400,BATMTwo Ultra BT6_I1200,BATMTwoUltra,BATMTwo Ultra P (1200),5899,USD,,,True,BATMTwo Ultra BT6_I1200,PROD-126,01tJ9000001BguWIAS
X21.07,400,BATMTwo Ultra BT6_I1200_RS,BATMTwoUltra,BATMTwo Ultra R (1200),6199,USD,,,True,BATMTwo Ultra BT6_I1200_RS,PROD-127,01tJ9000001BgRUIA0
X21.10,400,BATMTwo Ultra BT6_I1200R_O120,BATMTwoUltra,BATMTwo Ultra P (R1200),7749,USD,,,True,BATMTwo Ultra BT6_I1200R_O120,PROD-128,01tJ9000001BhL9IAK
X21.11,400,BATMTwo Ultra BT6_I1200R_O120_RS,BATMTwoUltra,BATMTwo Ultra R (1200),8099,USD,,,True,BATMTwo Ultra BT6_I1200R_O120_RS,PROD-129,01tJ9000001BhDvIAK
X21,400,BATMTwo Ultra BT6_I1400B_O180,BATMTwoUltra,BATMTwo Ultra P BNR,12399,USD,,,True,BATMTwo Ultra BT6_I1400B_O180,PROD-130,01tJ9000001BhJiIAK
X21.01,400,BATMTwo Ultra BT6_I1400B_O180_RS,BATMTwoUltra,BATMTwo Ultra R BNR,12699,USD,,,True,BATMTwo Ultra BT6_I1400B_O180_RS,PROD-131,01tJ9000001BhIkIAK
X21.04,400,BATMTwo Ultra BT6_I600,BATMTwoUltra,BATMTwo Ultra P SCN (acceptor 600),5299,USD,,,True,BATMTwo Ultra BT6_I600,PROD-132,01tJ9000001Bh5CIAS
X21.05,400,BATMTwo Ultra BT6_I600_RS,BATMTwoUltra,BATMTwo Ultra R (600),5599,USD,,,True,BATMTwo Ultra BT6_I600_RS,PROD-133,01tJ9000001BgxLIAS
X21.08,400,BATMTwo Ultra BT6_I600R_O120,BATMTwoUltra,BATMTwo Ultra P (R 600),7499,USD,,,True,BATMTwo Ultra BT6_I600R_O120,PROD-134,01tJ9000001BgvyIAC
X21.09,400,BATMTwo Ultra BT6_I600R_O120_RS,BATMTwoUltra,BATMTwo Ultra R (R600),7799,USD,,,True,BATMTwo Ultra BT6_I600R_O120_RS,PROD-135,01tJ9000001BhKRIA0
X19.C,400,BATMTwoC MAX,BATMTwo,BATMTwo Classic MAX,3649,USD,,,True,BATMTwoC MAX,PROD-136,01tJ9000001Bh7uIAC
X19.L,400,BATMTwoL MAX,BATMTwo,BATMTwo Classic MAX,3999,USD,,,True,BATMTwoL MAX,PROD-137,01tJ9000001BgFwIAK
X19.P,400,BATMTwoP MAX,BATMTwo,BATMTwo Pro Head,2899,USD,,,True,BATMTwoP MAX,PROD-138,01tJ9000001BhBUIA0
X19.R,400,BATMTwoR MAX,BATMTwo,BATMTwo Pro Head,3299,USD,,,True,BATMTwoR MAX,PROD-139,01tJ9000001BhH8IAK
X9.7.4,400,GBSafe,GBSafe,GBSafe,5999,USD,,,True,GBSafe,PROD-140,01tJ9000001BgN3IAK
X9.7.3,400,GBSafe /Coinflip/,GBSafe,GB Vault,5999,USD,,,True,GBSafe /Coinflip/,PROD-141,01tJ9000001Bgw3IAC
X22,400,GMKit,GMKit,GMKit,499,USD,,,True,GMKit,PROD-142,01tJ9000001BgSAIA0
S31,100,1.4 m/2 izolace 30mm tlouška,,XPS Izolace,,,,,True,1.4 m/2 izolace 30mm tlouška,PROD-143,01tJ9000001BhLEIA0
B15,100,"1/4"" hlavice 10 mm sestihranna YT-1409 YATO",,"1/4"" hlavice 10 mm sestihranna YT-1409 YATO",,,0.0,,True,"1/4"" hlavice 10 mm sestihranna YT-1409 YATO",PROD-144,01tJ9000001Bh91IAC
C26,100,"1/4"" hlavice 5.5mm sestihranna YT-1404 YATO",,"1/4"" hlavice 5.5mm sestihranna YT-1404 YATO",,,0.0,,True,"1/4"" hlavice 5.5mm sestihranna YT-1404 YATO",PROD-145,01tJ9000001Bh5UIAS
C25,100,"1/4"" hlavice 7 mm sestihranna YT-1406 YATO",,"1/4"" hlavice 7 mm sestihranna YT-1406 YATO",,,0.0,,True,"1/4"" hlavice 7 mm sestihranna YT-1406 YATO",PROD-146,01tJ9000001BhJxIAK
C27,100,"1/4"" hlavice 8 mm sestihranna YT-1407 YATO",,"1/4"" hlavice 8 mm sestihranna YT-1407 YATO",,,0.0,,True,"1/4"" hlavice 8 mm sestihranna YT-1407 YATO",PROD-147,01tJ9000001BhLJIA0
B16,100,"1/4"" prodluzovaci nastavec 152 mm YT-1432 YATO",,"1/4"" prodluzovaci nastavec 152 mm YT-1432 YATO",,,0.0,,True,"1/4"" prodluzovaci nastavec 152 mm YT-1432 YATO",PROD-148,01tJ9000001BgI6IAK
B17,100,"1/4"" vratidlo typ T YT-1426 YATO",,"1/4"" vratidlo typ T YT-1426 YATO",,,0.0,,True,"1/4"" vratidlo typ T YT-1426 YATO",PROD-149,01tJ9000001Bh8WIAS
S28,100,150 mm PVC trubičky r8mm,,150 mm PVC trubičky r8mm,,,,,True,150 mm PVC trubičky r8mm,PROD-150,01tJ9000001BhIxIAK
Y22,300,AKAREL10 - pocitac,,AKAREL10 - computer,399,USD,,,True,AKAREL10 - pocitac,PROD-151,01tJ9000001BhBZIA0
Y3.3,300,AKAREL23 - pocitac pro BATMFour bez NFC,,AKAREL23 - computer for BATMFour without NFC,514,USD,,,True,AKAREL23 - pocitac pro BATMFour bez NFC,PROD-152,01tJ9000001BgfzIAC
Y3.2,300,AKAREL23 - pocitac pro BATMFour s NFC,,AKAREL23 - computer for BATMFour with NFC,514,USD,,,True,AKAREL23 - pocitac pro BATMFour s NFC,PROD-153,01tJ9000001Bh8kIAC
Y3.1,300,AKAREL23 - pocitac pro BATMThree bez NFC,,AKAREL23 - computer for BATMThree without NFC,514,USD,,,True,AKAREL23 - pocitac pro BATMThree bez NFC,PROD-154,01tJ9000001BhG6IAK
Y3,300,AKAREL23 - pocitac pro BATMThree s NFC,,AKAREL23 - computer for BATMThree with NFC,514,USD,,,True,AKAREL23 - pocitac pro BATMThree s NFC,PROD-155,01tJ9000001BhCpIAK
Y3.4,300,AKAREL23 - pocitac pro RC Kit,,AKAREL23 - pocitac pro RC Kit,,,,,True,AKAREL23 - pocitac pro RC Kit,PROD-156,01tJ9000001BhGCIA0
Y2,300,AKAREL7 - pocitac,,AKAREL7 - computer,399,USD,,,True,AKAREL7 - pocitac,PROD-157,01tJ9000001BgnaIAC
B1.2,100,Akceptor bankovek - MEI SCN8347,,Banknote acceptor - MEI SCN8347,683,USD,427.19,EUR,True,Akceptor bankovek - MEI SCN8347 - 600,PROD-158,01tJ9000001BhK2IAK
B1.3,100,Akceptor bankovek - MEI SCN8347X - 600GB,,Banknote acceptor - MEI SCN8347X - 600,683,USD,427.19,EUR,True,Akceptor bankovek - MEI SCN8347X - 600GB,PROD-159,01tJ9000001BgeHIAS
B1.4,100,Akceptor bankovek - MEI SCN8547 - 600,,Banknote acceptor - MEI SCN8547 - 600,683,USD,427.19,EUR,True,Akceptor bankovek - MEI SCN8547 - 600,PROD-160,01tJ9000001Bg2eIAC
B1.7,100,Akceptor bankovek - MEI SCNL8327R - 1200,,Banknote acceptor - MEI SCNL8327R - 1200,1114,USD,708.38,EUR,True,Akceptor bankovek - MEI SCNL8327R - 1200,PROD-161,01tJ9000001BhCXIA0
B1.5,100,Akceptor bankovek - MEI SCNXL8327 - 2200,,Banknote acceptor - MEI SCNXL8327 - 2200,1571,USD,954.45,EUR,True,Akceptor bankovek - MEI SCNXL8327 - 2200,PROD-162,01tJ9000001BgNXIA0
B1.6,100,Akceptor bankovek - MEI SCNXL8527R - 2200GB,,Banknote acceptor - MEI SCNXL8527R - 2200GB,1571,USD,954.45,EUR,True,Akceptor bankovek - MEI SCNXL8527R - 2200GB,PROD-163,01tJ9000001BhLOIA0
B1,100,Akceptor bankovek - UBA10SS,,Banknote acceptor - UBA10SS,,,375.0,EUR,True,Akceptor bankovek - UBA10SS,PROD-164,01tJ9000001BhFlIAK
M8,100,Alarm PCB,,PCBA board - PS3503V7r4,,,40.0,USD,True,Alarm PCB,PROD-165,01tJ9000001BhKlIAK
G13,100,Ambientní větrák 92x92,,FAN-92x92,,,,,True,Ambientní větrák 92x92,PROD-166,01tJ9000001BgySIAS
C13.1,100,Backlight driver k displeji/invertor pro LG,,Backlight driver for display/inverter for LG,12,USD,8.0,USD,True,Backlight driver k displeji/invertor pro LG,PROD-167,01tJ9000001BhLTIA0
C13,100,Backlight driver k displeji/invertor pro samsung,,Backlight driver for the display/inverter for samsung,12,USD,8.0,USD,True,Backlight driver k displeji/invertor pro samsung,PROD-168,01tJ9000001BhGpIAK
C48,100,Baterie 9V,,Battery 9V,,,0.0,,True,Baterie 9V,PROD-169,01tJ9000001BgOtIAK
G4,100,baterka do alarmu,,"1S2P-3,6V/5200",,,0.0,,True,baterka do alarmu,PROD-170,01tJ9000001Bh8HIAS
S20.3,200,BATMThree Operating Manual,,BATMThree Operating Manual,,,0.0,,True,BATMThree Operating Manual,PROD-171,01tJ9000001BhLYIA0
S20.1,200,BATMThree Quick Setup Guide,,BATMThree Quick Setup Guide,,,0.0,,True,BATMThree Quick Setup Guide,PROD-172,01tJ9000001BhJ4IAK
S20.6,200,BATMThree SCR Error codes handout,,andy.cotterell@cranepi.com,,,1.0,EUR,True,BATMThree SCR Error codes handout,PROD-173,01tJ9000001BhLdIAK
S20.5,200,BATMThreeXXL Code Lock Manual,,BATMThreeXXL Code Lock Manual,,,0.0,,True,BATMThreeXXL Code Lock Manual,PROD-174,01tJ9000001BgvNIAS
S20.2,200,BATMTwo Operating Manual,,BATMTwo Operating Manual,,,0.0,,True,BATMTwo Operating Manual,PROD-175,01tJ9000001BhLiIAK
S20,200,BATMTwo Quick Setup Guide,,BATMTwo Quick Setup Guide,,,0.0,,True,BATMTwo Quick Setup Guide,PROD-176,01tJ9000001Bh6AIAS
S20.4,200,BATMTwo Wall Mounting Template,,BATMTwo Wall Mounting Template,,,0.0,,True,BATMTwo Wall Mounting Template,PROD-177,01tJ9000001BgqoIAC
Y23,300,Bezel - Naustek akceptoru,,Blue bezel for bank. acceptor,20,USD,,,True,Bezel - Naustek akceptoru,PROD-178,01tJ9000001Bgf1IAC
B26,100,Bezel MEI 83 Modry,,Bezel MEI 83 Blue,,,20.6,EUR,True,Bezel MEI 83 Modry,PROD-179,01tJ9000001BhGuIAK
B40,100,BNF recycler modul with note tray,,252465019P1 with 252467018P1,,,,,True,BNF recycler modul with note tray,PROD-180,01tJ9000001Bh2xIAC
C2.2A,100,BNR recycler - hlava s flush bezelem,,PN 984004365 - BNR MMA D1-UB: with Metal Flush Bezel,,,1995.0,EUR,True,BNR recycler - hlava s flush bezelem,PROD-181,01tJ9000001BhLnIAK
